#DateTime               	TID	IDDD	IDDA	VDDD	VDDA	VD_RAW	VA_RAW	VD_REG	VA_REG	GND	GNDD	GNDA	NTC0	NTC1	TESTRES
Mon Jan  7 15:37:22 2019	0.449	95.200	68.200	1.476	1.504	1.499	1.495	1.214	1.210	0.000	0.000	0.004	28.041	-9.822	1014.545	
Mon Jan  7 15:37:38 2019	0.453	96.950	68.350	1.475	1.504	1.496	1.501	1.216	1.214	0.000	0.000	0.004	28.043	-9.868	1014.551	
Mon Jan  7 15:37:53 2019	0.456	98.450	68.350	1.476	1.504	1.498	1.494	1.213	1.210	0.000	0.000	0.004	28.085	-9.868	1012.924	
Mon Jan  7 15:38:07 2019	0.459	99.400	68.350	1.474	1.506	1.496	1.502	1.214	1.213	0.000	0.000	0.004	28.128	-9.868	1012.924	
Mon Jan  7 15:38:22 2019	0.462	100.850	68.250	1.475	1.505	1.499	1.502	1.214	1.212	0.000	0.000	0.004	28.149	-9.868	1014.551	
Mon Jan  7 15:38:37 2019	0.466	102.200	68.300	1.474	1.504	1.497	1.502	1.214	1.213	0.000	0.000	0.004	28.202	-9.845	1013.328	
Mon Jan  7 15:38:52 2019	0.469	103.800	68.350	1.474	1.504	1.496	1.501	1.215	1.215	0.000	0.001	0.004	28.233	-9.822	1014.545	
Mon Jan  7 15:39:08 2019	0.472	105.100	68.300	1.472	1.504	1.494	1.502	1.214	1.213	0.000	0.000	0.005	28.255	-9.868	1014.551	
Mon Jan  7 15:39:23 2019	0.476	106.250	68.200	1.474	1.504	1.498	1.502	1.214	1.213	0.000	0.000	0.003	28.287	-9.845	1013.328	
Mon Jan  7 15:39:37 2019	0.479	107.250	68.250	1.471	1.504	1.498	1.502	1.213	1.215	0.000	0.000	0.004	28.329	-9.845	1015.770	
Mon Jan  7 15:39:52 2019	0.482	108.350	68.300	1.472	1.504	1.495	1.498	1.210	1.214	0.000	0.001	0.005	28.341	-9.868	1016.181	
Mon Jan  7 15:40:07 2019	0.485	109.900	68.350	1.470	1.505	1.499	1.496	1.211	1.210	0.000	0.000	0.004	28.383	-9.868	1012.924	
Mon Jan  7 15:40:22 2019	0.488	111.250	68.400	1.472	1.502	1.498	1.498	1.211	1.209	0.000	0.000	0.005	28.414	-9.845	1013.328	
Mon Jan  7 15:40:37 2019	0.492	112.400	68.400	1.472	1.504	1.493	1.494	1.210	1.212	0.000	0.000	0.005	28.436	-9.845	1015.770	
Mon Jan  7 15:40:52 2019	0.495	113.750	68.500	1.471	1.504	1.495	1.494	1.210	1.212	0.000	0.001	0.005	28.488	-9.822	1014.545	
Mon Jan  7 15:41:07 2019	0.498	115.000	68.500	1.470	1.506	1.498	1.496	1.212	1.209	0.000	0.000	0.004	28.490	-9.868	1012.111	
Mon Jan  7 15:41:22 2019	0.501	116.000	68.450	1.471	1.505	1.498	1.496	1.212	1.209	0.000	0.000	0.004	28.542	-9.845	1014.956	
Mon Jan  7 15:41:37 2019	0.505	117.200	68.400	1.470	1.504	1.496	1.498	1.213	1.212	0.000	0.001	0.004	28.564	-9.845	1015.770	
Mon Jan  7 15:41:52 2019	0.508	118.650	68.400	1.470	1.504	1.496	1.502	1.216	1.210	0.000	0.000	0.004	28.575	-9.868	1013.737	
Mon Jan  7 15:42:07 2019	0.511	119.600	68.500	1.470	1.504	1.496	1.500	1.215	1.214	0.000	0.001	0.004	28.618	-9.868	1016.181	
Mon Jan  7 15:42:22 2019	0.514	120.500	68.350	1.469	1.502	1.498	1.499	1.215	1.214	0.000	0.001	0.004	28.639	-9.868	1016.181	
