FileName	timeStamp	TID	VDDA_vs_LDOA_disc_x	VDDA_vs_LDOA_disc_y	VDDD_vs_LDOD_disc_x	VDDD_vs_LDOD_disc_y	TRDACp0	TRDACp1	VRefp0	VRefp1
VJCVPXH_008_MUX_INT_data_20190121_095745.root	0	0	6.92091e-310	6.95259e-310	4.73746e+179	1.28457e-322	6.95259e-310	6.92089e-310	1.28457e-322	4.68962e-310
VJCVPXH_008_MUX_INT_data_20190121_102035.root	0	0	6.92091e-310	6.95259e-310	4.73746e+179	1.28457e-322	6.95259e-310	6.92089e-310	1.28457e-322	4.68962e-310
VJCVPXH_008_MUX_INT_data_20190121_103212.root	0	0	6.92091e-310	6.95259e-310	4.73746e+179	1.28457e-322	6.95259e-310	6.92089e-310	1.28457e-322	4.68962e-310
VJCVPXH_008_MUX_INT_data_20190121_111141.root	111141	0.387	9.63465	2737.69	9.56056	2692.81	258.057	10.9056	351.5	11.252
VJCVPXH_008_MUX_INT_data_20190121_115157.root	115157	0.778	10.8099	2735.37	9.6737	2689.44	260.085	10.932	363.773	11.3514
VJCVPXH_008_MUX_INT_data_20190121_123145.root	123145	1.168	10.2836	2691.26	10.2626	2628.01	254.852	10.7878	346.517	11.0957
VJCVPXH_008_MUX_INT_data_20190121_131157.root	131157	1.559	10.2758	2676.74	10.2622	2646	254.858	10.7753	380.938	9.96774
VJCVPXH_008_MUX_INT_data_20190121_135153.root	135153	1.946	9.64295	2677.45	9.5458	2675.65	254.54	10.7132	344.937	11
VJCVPXH_008_MUX_INT_data_20190121_143206.root	143206	2.337	9.59914	2669.95	10.2825	2626.34	252.477	10.3865	334.307	11.1899
VJCVPXH_008_MUX_INT_data_20190121_151207.root	151207	2.724	9.54644	2671.33	9.59059	2626.07	253.551	10.6862	343.295	10.9527
VJCVPXH_008_MUX_INT_data_20190121_155217.root	155217	3.114	9.49405	2659.51	9.57484	2614.08	252.341	10.5849	340.972	10.8829
VJCVPXH_008_MUX_INT_data_20190121_163150.root	163150	3.505	8.79218	2685.05	8.88015	2639.81	252.858	10.6463	342.443	10.9049
VJCVPXH_008_MUX_INT_data_20190121_171138.root	171138	3.892	9.31506	2697.73	8.84029	2661.69	254.102	10.6749	344.409	10.9434
VJCVPXH_008_MUX_INT_data_20190121_175202.root	175202	4.282	8.63306	2684.86	9.44101	2636.88	251.938	10.6169	341.994	10.8734
VJCVPXH_008_MUX_INT_data_20190121_183222.root	183222	4.67	7.95601	2650.73	8.73476	2612.38	247.46	10.4038	335.25	10.7238
VJCVPXH_008_MUX_INT_data_20190121_191211.root	191211	5.057	7.12666	2736.31	5.8399	2723.18	253.034	10.6934	344.312	10.9052
VJCVPXH_008_MUX_INT_data_20190121_195218.root	195218	5.444	6.30514	2806.85	6.39421	2767.85	256.761	10.8158	347.693	11.1307
VJCVPXH_008_MUX_INT_data_20190121_203213.root	203213	5.831	6.2443	2835.85	5.04743	2806.23	257.688	10.8649	338.33	12.9344
VJCVPXH_008_MUX_INT_data_20190121_211945.root	211945	6.222	4.91943	2841.18	4.20098	2803.79	254.437	10.7177	366.557	10.581
VJCVPXH_008_MUX_INT_data_20190121_215919.root	215919	6.609	3.05374	2893.68	3.12959	2846.35	254.443	10.7416	345.557	11.0205
VJCVPXH_008_MUX_INT_data_20190121_223948.root	223948	7	3.29216	2847.08	3.38536	2805.15	251.091	10.6151	340.631	10.8867
VJCVPXH_008_MUX_INT_data_20190122_020041.root	20041	8.946	2.99066	3002.71	1.39351	2813.88	254.636	10.7755	345.67	11.0535
VJCVPXH_008_MUX_INT_data_20190122_024045.root	24045	9.333	3.02257	2998.61	2.56076	2587.93	256.239	10.4019	344.432	11.0165
VJCVPXH_008_MUX_INT_data_20190122_032033.root	32033	9.72	3.09192	2998.24	2.55536	2585.02	253.75	10.6673	343.722	10.9696
VJCVPXH_008_MUX_INT_data_20190122_040058.root	40058	10.111	3.55719	2961.84	3.08131	2737.36	250.983	10.5959	340.682	10.8693
VJCVPXH_008_MUX_INT_data_20190122_044112.root	44112	10.498	3.62527	3023.27	3.96512	3000.26	256.17	10.8136	347.562	11.1472
VJCVPXH_008_MUX_INT_data_20190122_052136.root	52136	10.885	3.74649	3000.46	3.07422	2783.74	246.244	11.0447	347.489	10.7346
VJCVPXH_008_MUX_INT_data_20190122_060207.root	60207	11.276	3.74071	2960.99	5.38851	2536.7	250.199	10.5759	391.926	8.62372
VJCVPXH_008_MUX_INT_data_20190122_064207.root	64207	11.663	3.73442	3000.47	5.84709	2894.65	253.398	10.7203	343.96	11.0247
VJCVPXH_008_MUX_INT_data_20190122_072206.root	72206	12.054	3.72679	3013.39	5.1617	2733.78	254.091	10.7199	344.136	11.0073
VJCVPXH_008_MUX_INT_data_20190122_080147.root	80147	12.441	3.75292	2994.33	3.9565	2984.52	243.097	12.3405	341.858	10.8902
VJCVPXH_008_MUX_INT_data_20190122_084213.root	84213	12.828	3.75696	3043.62	5.14835	2770.02	256.597	10.8305	347.619	11.1435
VJCVPXH_008_MUX_INT_data_20190122_092258.root	92258	13.216	4.26301	3019.68	5.83997	2926.21	255.648	10.7969	347.119	11.0971
VJCVPXH_008_MUX_INT_data_20190122_100243.root	100243	13.603	4.34718	3034.51	4.36265	2086.19	256.108	10.864	348.006	11.0924
VJCVPXH_008_MUX_INT_data_20190122_104256.root	104256	13.993	4.3341	2994.06	9.10143	2569.91	253.102	10.699	342.568	10.9956
VJCVPXH_008_MUX_INT_data_20190122_112239.root	112239	14.384	4.30069	3042.06	5.15079	2770.19	300.511	9.26741	348.006	11.1549
VJCVPXH_008_MUX_INT_data_20190122_120259.root	120259	14.774	4.38337	2992.95	5.08641	2430.2	252.949	10.7533	343.722	10.9756
VJCVPXH_008_MUX_INT_data_20190122_124253.root	124253	15.162	4.30478	2994.65	9.07283	2563.72	243.597	12.4635	344.097	10.9696
VJCVPXH_008_MUX_INT_data_20190122_132315.root	132315	15.552	4.3106	3027.93	5.83347	2937.75	255.71	10.8655	346.614	11.1076
VJCVPXH_008_MUX_INT_data_20190122_144320.root	144320	16.327	4.38614	3005.66	9.07446	2571.78	253.693	10.7678	344	10.998
VJCVPXH_008_MUX_INT_data_20190122_152310.root	152310	16.714	4.38634	3041.14	5.82674	2955.86	242.489	12.9483	348.551	11.1661
VJCVPXH_008_MUX_INT_data_20190122_160241.root	160241	17.101	4.41422	2987.83	5.82735	2895.41	252.727	10.7071	342.437	10.9335
VJCVPXH_008_MUX_INT_data_20190122_164258.root	164258	17.492	4.3263	2994.8	5.82612	2912.04	252.398	10.7183	330.631	11.4593
VJCVPXH_008_MUX_INT_data_20190122_172317.root	172317	17.879	4.33024	2958.1	5.83409	2889.78	250.278	10.6534	339.642	10.8799
VJCVPXH_008_MUX_INT_data_20190122_180405.root	180405	18.266	4.35129	2969.35	5.83161	2888.31	250.903	10.6837	340.381	10.9008
VJCVPXH_008_MUX_INT_data_20190122_184426.root	184426	18.653	4.39213	2934.7	5.82902	2858.74	246.062	12.9415	336.432	10.7806
VJCVPXH_008_MUX_INT_data_20190122_192454.root	192454	19.041	4.44251	2967.87	5.82689	2885.48	256.443	11.3444	339.864	10.8394
VJCVPXH_008_MUX_INT_data_20190122_200504.root	200504	19.431	4.4383	2983.78	6.16292	2884.83	252.051	10.6782	341.449	10.9368
VJCVPXH_008_MUX_INT_data_20190122_204506.root	204506	19.822	4.52475	2997.37	13.9714	2619.22	350.506	6.15689	343.71	11.0227
VJCVPXH_008_MUX_INT_data_20190122_212519.root	212519	20.212	4.50588	3010.95	13.9794	2631.22	325.25	8.42339	344.437	11.0222
VJCVPXH_008_MUX_INT_data_20190122_220547.root	220547	20.6	4.41893	2999.18	5.82815	2925.83	279.653	10.1897	343.227	11.0357
VJCVPXH_008_MUX_INT_data_20190122_224516.root	224516	20.987	4.56299	2998.81	13.9929	2628.77	262.364	9.80718	341.347	11.1087
VJCVPXH_008_MUX_INT_data_20190122_232454.root	232454	21.378	8.27193	2791.18	7.58699	2656.19	245.159	10.9918	336.489	11.0935
VJCVPXH_008_MUX_INT_data_20190123_000515.root	515	21.768	4.49875	3014.7	7.87971	2805.53	254.29	10.7857	345.648	11.057
VJCVPXH_008_MUX_INT_data_20190123_004500.root	4500	22.159	4.51139	3014.28	7.58877	2681.95	313.443	8.19117	345.006	11.046
VJCVPXH_008_MUX_INT_data_20190123_012507.root	12507	22.549	4.49849	3072.7	13.9709	2689.16	259.364	10.9967	351.449	11.2614
VJCVPXH_008_MUX_INT_data_20190123_020527.root	20527	22.939	4.55742	3055.64	13.9807	2667.84	257.994	10.9762	350.369	11.2463
VJCVPXH_008_MUX_INT_data_20190123_024530.root	24530	23.33	4.54193	3072.42	7.92402	2875.36	259.159	11.0341	351.341	11.2623
VJCVPXH_008_MUX_INT_data_20190123_040527.root	40527	24.105	4.55561	3053.61	13.9524	2669.79	258.051	11.0088	349.778	11.2179
VJCVPXH_008_MUX_INT_data_20190123_044543.root	44543	24.492	4.53468	3061.19	5.8233	2992.34	259.045	10.9809	350.386	11.2392
VJCVPXH_008_MUX_INT_data_20190123_052557.root	52557	24.879	4.57592	3065.08	7.58522	2730.55	258.801	11.0673	351.347	11.276
VJCVPXH_008_MUX_INT_data_20190123_060547.root	60547	25.27	4.56816	3075.91	7.58062	2733.9	259.477	11.062	352.131	11.2738
VJCVPXH_008_MUX_INT_data_20190123_072541.root	72541	26.047	4.64352	3050.03	7.92033	2864.34	258.403	10.9578	349.682	11.1919
VJCVPXH_008_MUX_INT_data_20190123_080540.root	80540	26.438	4.55456	3003.32	7.92235	2818.16	254.062	10.8125	344.119	11.0427
VJCVPXH_008_MUX_INT_data_20190123_084536.root	84536	26.825	4.55269	3080.58	13.9576	2704.55	231.727	13.9571	325.966	13.9881
VJCVPXH_008_MUX_INT_data_20190123_092542.root	92542	27.216	4.55477	3069.77	7.91961	2886.61	275.494	11.1496	352.176	11.2205
VJCVPXH_008_MUX_INT_data_20190123_100603.root	100603	27.606	2.71024	3044.48	7.58647	2716.58	257.472	10.9776	352.074	11.5718
VJCVPXH_008_MUX_INT_data_20190123_104538.root	104538	27.994	4.58948	3039.28	7.92235	2843.57	256.227	10.939	347.818	11.1569
VJCVPXH_008_MUX_INT_data_20190123_112520.root	112520	28.381	4.55715	3022.12	13.9406	2646.66	255.398	10.8715	385.318	9.57625
VJCVPXH_008_MUX_INT_data_20190123_120505.root	120505	28.768	4.53616	3043.73	3.64716	1720.53	256.67	10.9628	348.71	11.18
VJCVPXH_008_MUX_INT_data_20190123_124520.root	124520	29.156	4.55109	3047.21	7.58985	2724.56	257.892	10.9929	349.494	11.1959
VJCVPXH_008_MUX_INT_data_20190123_144555.root	144555	30.321	4.73157	3045.63	8.98665	2580.46	258.136	10.963	349.42	11.1765
VJCVPXH_008_MUX_INT_data_20190123_152614.root	152614	30.708	4.55438	3027.78	13.9753	2661.54	256.165	10.8966	347.085	11.1054
VJCVPXH_008_MUX_INT_data_20190123_160601.root	160601	31.095	4.48499	3039.95	9.74227	2744.82	256.705	10.9687	389.375	9.65927
VJCVPXH_008_MUX_INT_data_20190123_164551.root	164551	31.482	4.17067	3055.24	3.64824	1716.12	256.989	10.9443	348.074	11.1626
VJCVPXH_008_MUX_INT_data_20190123_172601.root	172601	31.87	4.5146	3040.55	5.82917	2981.5	257.011	10.9751	348.494	11.2161
VJCVPXH_008_MUX_INT_data_20190123_180557.root	180557	32.26	4.60283	3078.62	8.08447	2340.06	260.409	11.1107	353.216	11.2824
VJCVPXH_008_MUX_INT_data_20190123_184546.root	184546	32.647	4.62465	3059.06	13.9358	2687.06	329.534	7.7357	350.92	11.2592
VJCVPXH_008_MUX_INT_data_20190123_192524.root	192524	33.035	4.59324	3061.26	5.83274	3004	258.869	11.0286	350.239	11.2588
VJCVPXH_008_MUX_INT_data_20190123_200507.root	200507	33.422	4.59129	3072.42	13.9633	2700.56	259.494	11.0931	343.432	12.8229
VJCVPXH_008_MUX_INT_data_20190123_204546.root	204546	33.812	4.63724	3082.47	7.07288	2949.76	260.778	11.101	352.699	11.3158
VJCVPXH_008_MUX_INT_data_20190123_220553.root	220553	34.587	4.55682	3079.48	7.07193	2949.37	304.256	10.54	352.318	11.296
VJCVPXH_008_MUX_INT_data_20190124_000528.root	528	35.753	4.59956	3095.94	13.9534	2721.81	261.875	11.1653	354.562	11.3891
VJCVPXH_008_MUX_INT_data_20190124_004517.root	4517	36.14	4.66829	3070.8	0.200435	1817.84	259.744	11.0931	351.824	11.2896
VJCVPXH_008_MUX_INT_data_20190124_012508.root	12508	36.527	4.61819	3085.51	2.7041	2498.97	260.165	11.1466	353.085	11.3211
VJCVPXH_008_MUX_INT_data_20190124_020532.root	20532	36.915	4.59784	3054.28	10.2624	2734.7	257.568	11.04	349.648	11.2203
VJCVPXH_008_MUX_INT_data_20190124_032545.root	32545	37.696	4.64903	3089.75	5.83112	3035.84	312.267	9.05938	353.46	11.3493
VJCVPXH_008_MUX_INT_data_20190124_040605.root	40605	38.086	4.58899	3065.42	7.59229	2746.67	237.455	13.4646	382.085	10.3453
VJCVPXH_008_MUX_INT_data_20190124_044538.root	44538	38.477	4.52308	3088.23	8.13894	2565.59	259.875	11.1492	352.665	11.3684
VJCVPXH_008_MUX_INT_data_20190124_060546.root	60546	39.254	4.63933	3071.67	8.70781	2850.94	289.42	10.3398	351.08	11.3054
VJCVPXH_008_MUX_INT_data_20190124_064541.root	64541	39.642	4.6527	3074.74	11.536	2678	259.756	11.1387	352.415	11.3079
VJCVPXH_008_MUX_INT_data_20190124_072517.root	72517	40.032	4.70167	3087.62	3.25631	1889.28	260.648	11.1699	353.67	11.3418
VJCVPXH_008_MUX_INT_data_20190124_080520.root	80520	40.42	4.68476	3074.93	8.96054	2604.31	259.835	11.0711	351.466	11.3288
VJCVPXH_008_MUX_INT_data_20190124_084520.root	84520	40.811	4.6398	3077.22	3.1054	1805.72	259.767	11.0937	352.074	11.3077
VJCVPXH_008_MUX_INT_data_20190124_092532.root	92532	41.198	4.68624	3079.39	10.0035	2710.65	260.051	11.1298	352.437	11.3427
VJCVPXH_008_MUX_INT_data_20190124_100531.root	100531	41.588	4.64857	3063.08	11.7661	2643.83	258.989	11.0451	350.455	11.2852
VJCVPXH_008_MUX_INT_data_20190124_104544.root	104544	41.979	4.6728	3094.93	0.706052	1491.59	261.841	11.2018	354.699	11.4106
VJCVPXH_008_MUX_INT_data_20190124_112525.root	112525	42.366	5.10686	3053.4	11.7685	2662.33	259.148	11.053	351.023	11.2747
VJCVPXH_008_MUX_INT_data_20190124_120534.root	120534	42.757	4.60417	3085.04	7.59996	2769.66	259.937	11.1411	352.318	11.3928
VJCVPXH_008_MUX_INT_data_20190124_124513.root	124513	43.144	4.60098	3070.54	9.1542	2664.93	268.443	11.6206	351.278	11.2804
VJCVPXH_008_MUX_INT_data_20190124_140602.root	140602	43.925	4.66387	3083.87	2.64709	2430.76	260.244	11.1314	352.71	11.3493
VJCVPXH_008_MUX_INT_data_20190124_144545.root	144545	44.313	4.62701	3077.93	0.582471	1614.99	259.778	11.1171	352.523	11.3594
VJCVPXH_008_MUX_INT_data_20190124_152604.root	152604	44.7	4.61553	3067.83	4.45827	2509.47	259.176	11.0834	351.426	11.3273
VJCVPXH_008_MUX_INT_data_20190124_180622.root	180622	46.255	4.60025	3044.56	18.3121	2496.29	256.807	11.0326	348.824	11.2291
VJCVPXH_008_MUX_INT_data_20190124_200623.root	200623	47.424	4.63629	3086.51	5.08218	2862.3	334.903	7.63123	353.864	11.3818
VJCVPXH_008_MUX_INT_data_20190124_204542.root	204542	47.811	4.59391	3074.36	3.51953	3160.32	258.989	11.1358	404.273	9.11144
VJCVPXH_008_MUX_INT_data_20190124_212537.root	212537	48.198	4.62967	3066.1	0.409923	2752.57	258.403	11.0849	350.432	11.2806
VJCVPXH_008_MUX_INT_data_20190124_220544.root	220544	48.586	4.69703	3086	1.38912	3019.45	260.017	11.1844	352.869	11.3814
VJCVPXH_008_MUX_INT_data_20190124_224546.root	224546	48.973	4.64905	3059.82	4.7667	2846.94	257.716	11.0587	350.006	11.2718
VJCVPXH_008_MUX_INT_data_20190124_232548.root	232548	49.36	4.6792	3069.66	2.87871	3202.05	258.716	11.0788	350.864	11.2971
VJCVPXH_008_MUX_INT_data_20190125_000626.root	626	49.751	4.63941	3086.52	10.8725	2699.47	259.642	11.1562	339.812	11.9093
VJCVPXH_008_MUX_INT_data_20190125_004544.root	4544	50.138	4.69921	3104.67	8.2767	2769.58	250.068	13.0682	355.494	11.4298
VJCVPXH_008_MUX_INT_data_20190125_020521.root	20521	50.913	5.1236	3091.88	2.1211	2245.25	261.705	11.2066	354.79	11.4208
VJCVPXH_008_MUX_INT_data_20190125_032512.root	32512	51.688	5.11368	3055.73	6.57777	2642.23	258.727	11.1204	351.125	11.2923
VJCVPXH_008_MUX_INT_data_20190125_044516.root	44516	52.466	5.0956	3072.18	4.02299	3161.66	260.25	11.1532	352.699	11.3501
VJCVPXH_008_MUX_INT_data_20190125_052544.root	52544	52.853	5.06457	3089.27	0.9233	2773.09	260.744	11.1919	353.773	11.3715
VJCVPXH_008_MUX_INT_data_20190125_080546.root	80546	54.409	4.75738	3103.88	1.82098	2039.65	262.574	11.2392	355.841	11.4397
VJCVPXH_008_MUX_INT_data_20190125_112525.root	112525	56.356	4.76846	3119.95	1.39959	3052.98	263.619	11.3008	357.358	11.5031
VJCVPXH_008_MUX_INT_data_20190125_120502.root	120502	56.747	5.09944	3098.92	4.05163	3184.89	261.778	11.2381	355.034	11.4393
VJCVPXH_008_MUX_INT_data_20190125_124516.root	124516	57.134	5.10413	3107.55	4.8281	3144.48	262.744	11.3048	356.989	11.4846
VJCVPXH_008_MUX_INT_data_20190125_132527.root	132527	57.521	5.15961	3108.96	1.61578	2730.63	262.312	11.2964	356.642	11.4929
VJCVPXH_008_MUX_INT_data_20190125_140524.root	140524	57.909	5.2146	3086.13	4.02892	3177.98	260.915	11.2071	354.568	11.415
VJCVPXH_008_MUX_INT_data_20190125_144531.root	144531	58.296	5.14239	3090.83	9.80617	2714.56	261.023	11.2122	354.205	11.4344
VJCVPXH_008_MUX_INT_data_20190125_160531.root	160531	59.074	5.15217	3109.48	7.65139	2971.95	262.807	11.2947	357	11.5101
VJCVPXH_008_MUX_INT_data_20190125_164537.root	164537	59.464	5.12656	3103.65	1.44527	2937.03	262.267	11.263	355.659	11.4797
VJCVPXH_008_MUX_INT_data_20190125_172540.root	172540	59.852	5.11846	3122.06	1.60818	2367.86	264.102	11.3261	417.693	8.90286
VJCVPXH_008_MUX_INT_data_20190125_180559.root	180559	60.243	5.16287	3119.19	3.28859	3261.88	264.045	11.3438	355.619	12.7746
VJCVPXH_008_MUX_INT_data_20190125_184539.root	184539	60.63	5.1348	3129.06	4.05671	3220.09	264.295	11.3499	358.687	11.5706
VJCVPXH_008_MUX_INT_data_20190125_204541.root	204541	61.799	5.17306	3120.84	3.28194	3259.83	263.892	11.2973	358.011	11.5275
VJCVPXH_008_MUX_INT_data_20190125_224619.root	224619	62.967	5.20724	3132.32	7.71686	2986.88	264.602	11.3805	359.051	11.5915
VJCVPXH_008_MUX_INT_data_20190125_232634.root	232634	63.358	5.18664	3123.44	4.28691	3198.46	263.687	11.3448	358.131	11.5641
VJCVPXH_008_MUX_INT_data_20190126_000659.root	659	63.748	5.16881	3108.98	11.2203	2749.54	310.301	9.39388	356.597	11.4716
VJCVPXH_008_MUX_INT_data_20190126_004600.root	4600	64.139	5.16337	3132.84	4.39268	3207.53	264.17	11.366	359.085	11.553
VJCVPXH_008_MUX_INT_data_20190126_012552.root	12552	64.526	5.16803	3113.61	3.30911	3258.8	262.989	11.2971	357.256	11.5319
VJCVPXH_008_MUX_INT_data_20190126_020552.root	20552	64.917	5.18286	3105.74	4.34012	3181.26	261.994	11.2846	355.966	11.4962
VJCVPXH_008_MUX_INT_data_20190126_024538.root	24538	65.304	5.13859	3121.37	3.28561	3259.68	263.778	11.2945	357.256	11.546
VJCVPXH_008_MUX_INT_data_20190126_032604.root	32604	65.695	5.20174	3122.85	4.26538	3207.13	263.858	11.3519	358.602	11.5841
VJCVPXH_008_MUX_INT_data_20190126_040646.root	40646	66.082	5.21965	3141.2	2.07876	3223	256.062	13.0746	378.312	11.5262
VJCVPXH_008_MUX_INT_data_20190126_052612.root	52612	66.86	5.2108	3143.61	4.33778	3216.43	265.369	11.3471	359.443	11.6025
VJCVPXH_008_MUX_INT_data_20190126_064610.root	64610	67.638	5.25493	3130.43	3.31519	3275	257.091	11.5486	358.705	11.5735
VJCVPXH_008_MUX_INT_data_20190126_072606.root	72606	68.028	5.2205	3134.18	4.30835	3211.57	264.193	11.3706	359.318	11.5541
VJCVPXH_008_MUX_INT_data_20190126_080528.root	80528	68.415	5.24875	3129.24	3.31526	3270.28	263.96	11.3292	357.926	11.5814
VJCVPXH_008_MUX_INT_data_20190126_084530.root	84530	68.803	5.19027	3135.91	4.3421	3209.6	264.085	11.3352	358.5	11.5706
VJCVPXH_008_MUX_INT_data_20190126_092529.root	92529	69.19	5.16473	3130.69	4.38243	3206.65	240.523	13.8997	358.409	11.5724
VJCVPXH_008_MUX_INT_data_20190126_100521.root	100521	69.577	5.23318	3142.63	4.37015	3222.84	308.966	9.73002	359.25	11.6089
VJCVPXH_008_MUX_INT_data_20190126_104514.root	104514	69.968	5.22647	3130.71	4.38969	3205.45	270.153	12.0949	358.585	11.5812
VJCVPXH_008_MUX_INT_data_20190126_112517.root	112517	70.355	5.24705	3130.42	4.37726	3212.14	263.807	11.3915	355.767	11.392
VJCVPXH_008_MUX_INT_data_20190126_120515.root	120515	70.742	5.18691	3139.46	4.41255	3219.79	264.585	11.4199	359.892	11.5916
VJCVPXH_008_MUX_INT_data_20190126_124508.root	124508	71.13	5.22019	3122.65	4.38168	3198.22	262.631	11.3424	357.142	11.5251
VJCVPXH_008_MUX_INT_data_20190126_132457.root	132457	71.52	5.21265	3126.16	4.41808	3194.25	263.534	11.3486	361.182	12.3653
VJCVPXH_008_MUX_INT_data_20190126_140504.root	140504	71.908	5.25817	3123.11	4.35243	3200.45	263.665	11.3543	358.062	11.5605
VJCVPXH_008_MUX_INT_data_20190126_144530.root	144530	72.295	5.2173	3153.16	1.46719	3226.26	265.54	11.439	360.784	11.6369
VJCVPXH_008_MUX_INT_data_20190126_152542.root	152542	72.682	5.09752	3134.22	4.36116	3210.55	252.574	13.2513	358.966	11.5909
VJCVPXH_008_MUX_INT_data_20190126_160529.root	160529	73.069	4.76475	3149.56	4.30847	3200.03	263.489	11.3515	358.21	11.5308
VJCVPXH_008_MUX_INT_data_20190126_164552.root	164552	73.457	5.31192	3155.71	4.34512	3234.75	266.597	11.4413	362.028	11.6736
VJCVPXH_008_MUX_INT_data_20190126_172553.root	172553	73.847	5.26497	3137.23	4.44129	3214.58	264.375	11.4093	359.392	11.6259
VJCVPXH_008_MUX_INT_data_20190126_180535.root	180535	74.234	5.22717	3095.57	4.44842	3170.78	260.989	11.2689	354.699	11.4993
VJCVPXH_008_MUX_INT_data_20190126_184609.root	184609	74.625	5.21034	3148.66	4.41021	3227.79	265.852	11.4148	360.824	11.6444
VJCVPXH_008_MUX_INT_data_20190126_192627.root	192627	75.015	5.27176	3118.17	3.52199	3195.1	242.114	13.4423	353.028	11.4155
VJCVPXH_008_MUX_INT_data_20190126_200530.root	200530	75.403	5.26827	3115.14	4.37837	3191.39	262.739	11.3374	329.909	14.2014
VJCVPXH_008_MUX_INT_data_20190126_204553.root	204553	75.79	5.25526	3103.92	4.33559	3180.7	262.898	11.2626	355.892	11.4969
VJCVPXH_008_MUX_INT_data_20190126_212628.root	212628	76.181	5.27755	3107	4.40233	3179.32	262.023	11.3191	356.045	11.5192
VJCVPXH_008_MUX_INT_data_20190126_220538.root	220538	76.571	5.30914	3121.09	4.36166	3197.06	263.205	11.3719	357.892	11.5654
VJCVPXH_008_MUX_INT_data_20190126_224559.root	224559	76.962	5.25435	3132.59	4.37135	3214.29	264.369	11.3975	359.494	11.577
VJCVPXH_008_MUX_INT_data_20190126_232616.root	232616	77.349	5.2143	3115.35	4.17457	3189.7	238.25	13.7379	356.278	11.4941
VJCVPXH_008_MUX_INT_data_20190127_000536.root	536	77.739	5.22767	3115.97	4.42703	3194.7	262.71	11.3493	356.955	11.5191
VJCVPXH_008_MUX_INT_data_20190127_004600.root	4600	78.127	5.17434	3108.85	4.42632	3184.43	262.028	11.2986	355.972	11.4918
VJCVPXH_008_MUX_INT_data_20190127_012556.root	12556	78.517	5.26012	3134.86	4.41569	3214.32	264.074	11.3904	358.699	11.6021
VJCVPXH_008_MUX_INT_data_20190127_020532.root	20532	78.904	5.25055	3122.47	4.41403	3199.84	263.21	11.3272	375.477	11.4591
VJCVPXH_008_MUX_INT_data_20190127_024544.root	24544	79.295	5.2886	3129.19	4.39503	3206.4	263.864	12.4745	357.824	11.5819
VJCVPXH_008_MUX_INT_data_20190127_032612.root	32612	79.682	5.27613	3148.51	4.43257	3220.19	265.653	11.4357	427.295	8.50312
VJCVPXH_008_MUX_INT_data_20190127_040536.root	40536	80.069	5.28154	3109.25	4.42642	3181.07	262.267	11.3054	355.818	11.5178
VJCVPXH_009_MUX_INT_data_20190104_100206.root	100206	0.78	5.41248	2952.67	3.71048	3123.97	251.324	10.8158	344.318	11.0823
VJCVPXH_009_MUX_INT_data_20190104_101754.root	100206	0.78	5.41248	2952.67	3.71048	3123.97	251.324	10.8158	344.318	11.0823
VJCVPXH_009_MUX_INT_data_20190104_102208.root	100206	0.78	5.41248	2952.67	3.71048	3123.97	251.324	10.8158	344.318	11.0823
VJCVPXH_009_MUX_INT_data_20190104_103540.root	100206	0.78	5.41248	2952.67	3.71048	3123.97	251.324	10.8158	344.318	11.0823
VJCVPXH_009_MUX_INT_data_20190104_104922.root	104922	0.78	5.4094	2953.09	3.71664	3123.06	251.443	10.8101	411.54	7.92889
VJCVPXH_009_MUX_INT_data_20190104_154246.root	154246	0.219	4.29545	3023.39	4.09262	3119.35	251.563	10.8266	344.983	11.0918
VJCVPXH_009_MUX_INT_data_20190104_155453.root	154246	0.219	4.29545	3023.39	4.09262	3119.35	251.563	10.8266	344.983	11.0918
VJCVPXH_009_MUX_INT_data_20190104_164515.root	154246	0.219	4.29545	3023.39	4.09262	3119.35	251.563	10.8266	344.983	11.0918
VJCVPXH_009_MUX_INT_data_20190104_172530.root	172530	0.387	4.30185	3022.02	3.75271	3124.6	251.443	10.8262	393.727	9.08614
VJCVPXH_009_MUX_INT_data_20190104_180659.root	180659	0.774	4.30024	3022.28	4.08607	3119.04	251.545	10.8196	344.784	11.0885
VJCVPXH_009_MUX_INT_data_20190104_184839.root	184839	1.162	4.314	3021.12	3.75826	3123.1	248.42	12.1221	344.778	11.0869
VJCVPXH_009_MUX_INT_data_20190104_193041.root	193041	1.549	4.2981	3021.39	4.09569	3118	251.437	10.8185	344.727	11.0922
VJCVPXH_009_MUX_INT_data_20190104_201133.root	201133	1.936	4.28671	3023.83	3.74007	3125.55	251.653	10.8066	347.199	11.6585
VJCVPXH_009_MUX_INT_data_20190104_205325.root	205325	2.326	4.1885	3027.89	3.72534	3125.97	248.432	12.1234	344.79	11.0821
VJCVPXH_009_MUX_INT_data_20190104_213513.root	213513	2.717	4.29648	3022.28	3.7394	3125.05	251.33	10.8295	344.756	11.0904
VJCVPXH_009_MUX_INT_data_20190104_221638.root	221638	3.104	4.30628	3021.79	3.74196	3125.1	251.318	10.8323	344.739	11.0955
VJCVPXH_009_MUX_INT_data_20190104_225826.root	225826	3.494	4.29906	3022.02	4.21952	3117.92	228.659	14.4635	344.915	11.0801
VJCVPXH_009_MUX_INT_data_20190104_233951.root	233951	3.882	4.29005	3023.08	3.74045	3123.68	251.659	10.8123	372.812	11.7843
