FileName	timeStamp	TID	VDDA_vs_LDOA_disc_x	VDDA_vs_LDOA_disc_y	VDDD_vs_LDOD_disc_x	VDDD_vs_LDOD_disc_y	TRDACp0	TRDACp1	VRefp0	VRefp1
VJCVPXH_009_MUX_INT_data_20190105_002118.root	2118	4.272	1.93866	3024	4.08424	3119.82	251.324	10.8279	344.858	11.0858
VJCVPXH_009_MUX_INT_data_20190105_010257.root	10257	4.662	4.30348	3022.08	3.72368	3126.56	251.381	10.8242	337.466	12.4256
VJCVPXH_009_MUX_INT_data_20190105_014442.root	14442	5.053	4.28485	3023.63	3.72344	3126.47	281.29	10.074	344.864	11.0834
VJCVPXH_009_MUX_INT_data_20190105_022657.root	22657	5.44	4.30848	3021.32	3.75106	3124.27	299.136	8.96096	344.642	11.0937
VJCVPXH_009_MUX_INT_data_20190105_030846.root	30846	5.831	4.29993	3022.39	3.7387	3124.53	251.381	10.8182	344.733	11.0858
VJCVPXH_009_MUX_INT_data_20190105_035019.root	35019	6.218	4.28364	3023.43	3.71769	3127.58	251.392	10.8255	404.619	8.40158
VJCVPXH_009_MUX_INT_data_20190105_043141.root	43141	6.608	4.28672	3023.09	3.72853	3125.08	251.455	10.8255	344.881	11.0843
VJCVPXH_009_MUX_INT_data_20190105_051158.root	51158	6.995	4.29268	3022.42	3.82101	3119.58	295.483	9.1886	344.693	11.0843
VJCVPXH_009_MUX_INT_data_20190105_055326.root	55326	7.382	4.32097	3021.28	3.71508	3127.47	251.562	10.8185	344.92	11.0797
VJCVPXH_009_MUX_INT_data_20190105_063446.root	63446	7.769	4.29817	3022.56	3.72689	3126.53	251.335	10.8312	344.955	11.0795
VJCVPXH_009_MUX_INT_data_20190105_071536.root	71536	8.157	4.30211	3023.19	3.72794	3125.47	251.42	10.8277	344.92	11.0777
VJCVPXH_009_MUX_INT_data_20190105_075710.root	75710	8.547	4.30456	3023.22	3.74873	3125.58	310.653	9.35301	344.92	11.0858
VJCVPXH_009_MUX_INT_data_20190105_083838.root	83838	8.938	4.3225	3022.28	3.7399	3127.13	251.591	10.8207	344.915	11.0861
VJCVPXH_009_MUX_INT_data_20190105_092015.root	92015	9.328	4.29795	3022.79	3.73766	3125.08	251.42	10.8257	344.761	11.09
VJCVPXH_009_MUX_INT_data_20190105_100153.root	100153	9.715	4.28467	3024	4.0924	3119	251.693	10.8101	344.875	11.0847
VJCVPXH_009_MUX_INT_data_20190105_104323.root	104323	10.102	4.28693	3023.2	3.76351	3123.74	267.347	11.7841	344.847	11.0865
VJCVPXH_009_MUX_INT_data_20190105_112506.root	112506	10.493	4.31329	3021.75	3.7281	3126.11	251.295	10.8378	344.818	11.0883
VJCVPXH_009_MUX_INT_data_20190105_120655.root	120655	10.883	4.28444	3023.29	3.73832	3126.08	249.239	10.779	344.807	11.0871
VJCVPXH_009_MUX_INT_data_20190105_124821.root	124821	11.274	4.31159	3022.15	2.84911	3126.73	242.216	12.5062	344.858	11.0797
VJCVPXH_009_MUX_INT_data_20190105_132942.root	132942	11.664	4.2975	3023.22	3.7232	3127.08	251.517	10.8215	344.812	11.0867
VJCVPXH_009_MUX_INT_data_20190105_141009.root	141009	12.051	4.31957	3022.05	3.73469	3127.03	251.71	10.811	336.216	12.6615
VJCVPXH_009_MUX_INT_data_20190105_145151.root	145151	12.442	4.29714	3024.68	3.74839	3125.7	251.307	10.8371	344.756	11.0984
VJCVPXH_009_MUX_INT_data_20190105_153301.root	153301	12.829	4.2993	3023.22	3.74533	3124.73	251.466	10.8228	344.903	11.0849
VJCVPXH_009_MUX_INT_data_20190105_161439.root	161439	13.216	4.29183	3023.74	3.70168	3127.56	274.511	10.4973	344.926	11.0874
VJCVPXH_009_MUX_INT_data_20190105_165628.root	165628	13.606	4.28707	3023.03	3.74407	3125.6	252.034	10.8103	344.835	11.0832
VJCVPXH_009_MUX_INT_data_20190105_173801.root	173801	13.994	4.30197	3022.68	3.72999	3127.03	251.659	10.8143	344.835	11.0812
VJCVPXH_009_MUX_INT_data_20190105_181958.root	181958	14.381	4.31876	3021.34	3.71002	3127.06	251.545	10.8156	330.727	13.0035
VJCVPXH_009_MUX_INT_data_20190105_190141.root	190141	14.771	4.31862	3021.81	4.11994	3125.94	250.943	10.7637	344.983	11.0777
VJCVPXH_009_MUX_INT_data_20190105_194317.root	194317	15.158	4.311	3022.06	3.72174	3127	251.585	10.8151	344.841	11.0929
VJCVPXH_009_MUX_INT_data_20190105_202438.root	202438	15.546	4.30964	3022.01	3.71869	3127.14	251.494	10.8169	322.574	13.5033
VJCVPXH_009_MUX_INT_data_20190105_210628.root	210628	15.933	5.03821	3023.79	3.71832	3126.14	261.301	9.7971	344.824	11.086
VJCVPXH_009_MUX_INT_data_20190105_214821.root	214821	16.32	4.3029	3022.19	3.71539	3127	241.722	11.2538	344.784	11.0845
VJCVPXH_009_MUX_INT_data_20190105_222959.root	222959	16.707	4.31183	3021.41	3.70953	3127	251.437	10.8226	345.915	10.6204
VJCVPXH_009_MUX_INT_data_20190105_231123.root	231123	17.098	4.31217	3021.75	3.72634	3126.45	251.602	10.816	344.898	11.0852
VJCVPXH_009_MUX_INT_data_20190105_235306.root	235306	17.485	4.29967	3023.39	3.73096	3126.05	251.386	10.8198	383.074	9.75128
VJCVPXH_009_MUX_INT_data_20190106_003451.root	3451	17.872	4.29788	3021.56	3.72938	3125.58	251.455	10.8154	344.824	11.0779
VJCVPXH_009_MUX_INT_data_20190106_011539.root	11539	18.259	4.30546	3021.79	4.1054	3116.73	251.341	10.8167	344.841	11.0788
VJCVPXH_009_MUX_INT_data_20190106_015700.root	15700	18.65	4.30489	3022.68	3.73181	3126.08	251.619	10.8189	344.903	11.0788
VJCVPXH_009_MUX_INT_data_20190106_023758.root	23758	19.037	3.04049	3023.67	3.75854	3123.72	288.773	10.7082	344.739	11.0834
VJCVPXH_009_MUX_INT_data_20190106_031925.root	31925	19.424	4.30263	3022.88	3.7473	3124.03	251.494	10.8229	344.722	11.0825
VJCVPXH_009_MUX_INT_data_20190106_040106.root	40106	19.814	4.30998	3022.21	3.73965	3124.6	251.5	10.8185	344.716	11.0788
VJCVPXH_009_MUX_INT_data_20190106_044240.root	44240	20.205	4.32029	3021.11	3.71992	3125.61	251.381	10.8202	344.733	11.0797
VJCVPXH_009_MUX_INT_data_20190106_052357.root	52357	20.592	4.53359	3020.87	4.09676	3118.36	251.517	10.8174	344.722	11.0865
VJCVPXH_009_MUX_INT_data_20190106_060533.root	60533	20.979	4.30826	3022.65	3.72721	3125.53	251.227	10.8281	344.892	11.0836
VJCVPXH_009_MUX_INT_data_20190106_064714.root	64714	21.366	4.19347	3029.07	4.08795	3119.63	251.392	10.8316	344.881	11.0843
VJCVPXH_009_MUX_INT_data_20190106_072853.root	72853	21.754	3.86546	3023.85	3.71373	3126.89	251.312	10.8286	344.795	11.0817
VJCVPXH_009_MUX_INT_data_20190106_081038.root	81038	22.141	4.29979	3022.02	4.09903	3117.97	251.562	10.8105	344.864	11.0794
VJCVPXH_009_MUX_INT_data_20190106_085238.root	85238	22.531	4.32351	3020.81	3.75337	3123.6	251.318	10.8303	344.83	11.0795
VJCVPXH_009_MUX_INT_data_20190106_093444.root	93444	22.922	4.30255	3022.02	4.10997	3117.74	251.528	10.8127	379.784	9.95345
VJCVPXH_009_MUX_INT_data_20190106_101620.root	101620	23.312	4.29679	3022.19	3.72468	3125.47	251.324	10.8218	344.75	11.0887
VJCVPXH_009_MUX_INT_data_20190106_105814.root	105814	23.702	4.30521	3020.99	4.10403	3117.73	291.625	9.4254	344.79	11.0841
VJCVPXH_009_MUX_INT_data_20190106_113957.root	113957	24.09	4.30592	3021.62	3.74002	3123.13	251.199	10.8279	344.58	11.0816
VJCVPXH_009_MUX_INT_data_20190106_122117.root	122117	24.48	4.30261	3022.19	2.55664	3195.16	251.443	10.8202	356.682	11.3814
VJCVPXH_009_MUX_INT_data_20190106_130256.root	130256	24.867	4.28246	3022.66	3.72532	3125.42	251.386	10.8178	344.722	11.0845
VJCVPXH_009_MUX_INT_data_20190106_134402.root	134402	25.258	4.294	3022.59	3.73782	3124.18	251.477	10.816	344.545	11.0959
VJCVPXH_009_MUX_INT_data_20190106_142513.root	142513	25.648	4.31139	3021.95	4.10487	3117.33	251.403	10.8228	344.767	11.0856
VJCVPXH_009_MUX_INT_data_20190106_150710.root	150710	26.039	4.31915	3021.28	3.74152	3124.55	251.426	10.8233	344.75	11.0867
VJCVPXH_009_MUX_INT_data_20190106_154852.root	154852	26.426	4.30603	3020.97	3.73745	3124.16	251.403	10.8187	344.602	11.0801
VJCVPXH_009_MUX_INT_data_20190106_163049.root	163049	26.816	4.27781	3022.92	3.74329	3123.47	251.153	10.8349	344.705	11.0836
VJCVPXH_009_MUX_INT_data_20190106_171255.root	171255	27.207	4.30668	3020.52	4.08601	3118	251.511	10.8098	344.585	11.0893
VJCVPXH_009_MUX_INT_data_20190106_175417.root	175417	27.594	4.29673	3021.99	3.74119	3124.13	251.33	10.8195	344.568	11.0823
VJCVPXH_009_MUX_INT_data_20190106_183559.root	183559	27.981	4.30617	3022.65	3.70276	3127.5	251.528	10.8167	344.733	11.0858
VJCVPXH_009_MUX_INT_data_20190106_191703.root	191703	28.368	4.27323	3023.69	3.70656	3127.88	251.403	10.8207	344.682	11.079
VJCVPXH_009_MUX_INT_data_20190106_195805.root	195805	28.759	5.75387	2945	3.74227	3124.1	251.415	10.818	344.79	11.0861
VJCVPXH_009_MUX_INT_data_20190106_203941.root	203941	29.149	4.31371	3021.84	3.74385	3125.08	251.676	10.8052	344.778	11.0748
VJCVPXH_009_MUX_INT_data_20190106_212118.root	212118	29.536	4.29223	3022.88	3.72757	3125.58	251.369	10.827	344.71	11.0852
VJCVPXH_009_MUX_INT_data_20190106_220237.root	220237	29.927	4.30333	3022.48	3.73159	3125.16	318.477	7.74139	344.642	11.0816
VJCVPXH_009_MUX_INT_data_20190106_224344.root	224344	30.314	4.29467	3022.65	4.09256	3117.99	233.324	13.0517	408.205	8.17632
VJCVPXH_009_MUX_INT_data_20190106_232528.root	232528	30.701	4.30499	3021.96	3.74019	3124.63	251.551	10.8152	344.631	11.0843
VJCVPXH_009_MUX_INT_data_20190107_000627.root	627	31.088	4.2875	3022.86	3.72952	3126.05	288.284	9.63288	344.812	11.0806
VJCVPXH_009_MUX_INT_data_20190107_004754.root	4754	31.479	4.29769	3022.1	4.08864	3118	251.443	10.8202	344.54	11.0882
VJCVPXH_009_MUX_INT_data_20190107_012917.root	12917	31.869	4.30284	3022.68	3.74601	3124.53	314.409	7.99578	344.812	11.0746
VJCVPXH_009_MUX_INT_data_20190107_021053.root	21053	32.26	4.28487	3022.03	3.71968	3125.42	251.17	10.8297	344.506	11.0904
VJCVPXH_009_MUX_INT_data_20190107_025219.root	25219	32.65	4.29396	3023.51	4.08594	3119.25	251.523	10.8151	344.568	11.0883
VJCVPXH_009_MUX_INT_data_20190107_033419.root	33419	33.04	4.28662	3022.97	3.73718	3124.58	251.273	10.8272	344.551	11.0874
VJCVPXH_009_MUX_INT_data_20190107_041542.root	41542	33.431	4.28649	3022.54	3.73115	3124.08	251.25	10.8266	344.523	11.0872
VJCVPXH_009_MUX_INT_data_20190107_053908.root	53908	34.212	4.28403	3022.37	3.72439	3125	251.352	10.822	344.682	11.079
VJCVPXH_009_MUX_INT_data_20190107_062136.root	62136	34.599	4.29933	3023.22	3.71616	3126.09	224.807	13.5871	344.653	11.0909
VJCVPXH_009_MUX_INT_data_20190107_070347.root	70347	34.989	4.30106	3020.93	3.74623	3123.55	224.812	13.5766	338.716	12.4901
VJCVPXH_009_MUX_INT_data_20190107_074420.root	74420	35.377	4.27411	3023.18	3.72605	3125	251.386	10.8118	344.523	11.0832
VJCVPXH_009_MUX_INT_data_20190107_082608.root	82608	35.764	4.29015	3023.31	3.71	3125.44	251.557	10.8129	344.812	11.0746
VJCVPXH_009_MUX_INT_data_20190107_090752.root	90752	36.151	4.29317	3021.22	4.09388	3116.97	306.688	8.47379	411.676	7.94227
VJCVPXH_009_MUX_INT_data_20190107_101427.root	90752	36.151	4.29317	3021.22	4.09388	3116.97	306.688	8.47379	411.676	7.94227
